"","TFTx","BPP.CNP","CRISP","CTL","GF","KSPI","LAAO","ePLA2","vPLA2","SVMP","SVSP","species"
"1",4.71189827480557,0.836613352522712,1.84431055072072,1.32036137902492,-3.18873833821244,-1.80244397709255,-2.2172889907421,-2.7187347089667,-0.279527834811766,3.7131598212853,-2.21960952853366,"Boiga_irregularis"
"2",1.76705089421985,-2.36890654430507,1.62890055573903,-0.97378912970535,-2.36008349082524,-1.95461838271708,-2.77469638045635,1.97064984946109,-0.836935224526016,4.25517815870789,1.64724969440723,"Dispholidus_typus"
"3",-1.8408000554182,2.81438403545904,3.63291015784927,2.63913079423705,-3.60438864767956,-2.06394360673241,-1.90852659524433,-2.83486766297199,0.0292345606859996,5.04771415285105,-1.91084713303589,"Hypsiglena_torquata"
"4",6.47349310034417,-0.200571192653585,-5.20444556469973,0.0938718018483105,-3.0615046256956,-2.8906998584973,-0.606361028804868,5.16666291057853,1.33140012712547,-0.493164102948976,-0.608681566596429,"Opheodrys_aestivus"
"5",3.14216967965749,-0.99263160071376,3.93062704002176,-0.698188606211865,-3.85356503375577,-3.68276026655748,-1.39842143686504,5.69939699102512,0.53933971906529,-1.28522451100915,-1.4007419746566,"Pantherophis_guttatus"
"6",0.680869132857766,-1.87303038841719,-1.01558015656596,3.16577578264577,-3.12579335691255,3.87499678803677,0.925991590890751,-3.63111390187979,-0.767011678221794,3.18594145224036,-1.42104526467413,"Phalotris_mertensi"
"7",-2.46576724134032,3.7522042334508,2.98494908073713,2.40100119214218,-4.53025746566153,-4.35945269846324,-2.0751138687708,-3.00145493649846,-0.137352712840469,4.6020498659168,2.8291945513279,"Philodryas_olfersii"
"8",-0.219790179432446,-0.998155755140512,2.03150161917405,3.07604668657188,-3.85908918818253,-3.68828442098423,-1.4039455912918,-2.33028665901945,0.533815564638538,5.82521513460356,1.03297278906292,"Thamnodynastes_strigatus"
"9",-1.84369363004432,2.86291464969703,-6.05112479336966,3.14840614076899,-3.90818385436553,-3.73737908716724,-1.4530402574748,-2.37938132520246,5.00593692356525,4.8958882739993,3.45965695959347,"Agkistrodon_piscivorus"
"10",-1.2791667942399,2.4344052724644,0.592635382661687,1.2057398555481,-0.87370168613174,-4.96804624835384,0.768526049125351,-4.04057136867566,0.470033060569355,3.6642597501629,2.02588672686935,"Atropoides_picadoi"
"11",-0.199970620376965,2.49127246240886,0.493176560182981,0.4614278618684,-0.0821875847205815,-4.58199725505085,0.553801181999415,-4.37045574700681,0.428638039045409,3.13446354512551,1.67183155652463,"Bothriechis_lateralis"
"12",0.459840967531245,1.90675995046757,0.459840967531245,-2.43053079036492,0.768142327185762,-2.94135641413091,0.342057931874862,-4.61067361568548,1.39811060612418,2.4484760612529,2.19933200821354,"Bothriechis_schlegelii"
"13",-3.28099765418578,2.30230352081292,0.622661349705568,2.63756437024783,0.750494721215453,-5.1746831113087,0.421990654243417,-3.81668534934392,0.170676225962511,3.90323074357911,1.46344452907158,"Bothrops_alternatus"
"14",-0.264503970361049,2.66668978205537,-0.264503970361049,-0.0413604190468391,-5.27470090785339,-3.54791831636682,1.39372410624248,-3.74589837869031,2.8378380382512,3.68673974822038,2.55389428791003,"Bothrops_asper"
"15",-3.14712133269952,1.93420526390142,-0.719036700705791,1.542726397768,-0.0258895201458467,-5.04080678982243,0.310582716475366,-3.68280902785765,2.65513200856844,4.09477235039363,2.07824463412436,"Bothrops_atrox"
"16",-3.29835144970245,-0.0797912931882134,0.613355887371732,1.30650306793168,0.613355887371732,-5.19203690682536,0.613355887371732,-3.83403914486058,3.32140608847394,3.53112661945601,2.40511535659979,"Bothrops_colombiensis"
"17",-3.55028197503038,2.32392810619253,-0.0306167257322238,2.21716013076683,1.19315870588989,-5.44396743215329,0.81668113465498,-4.08596967018852,1.25031711972984,3.32975866140968,1.97983194446066,"Bothrops_insularis"
"18",-3.62847310319267,0.944291217717198,-1.41891849709328,2.11111175641184,0.562082971773301,-2.11206567765323,0.89608911589932,-4.16416079835081,0.778306080242936,3.27242938513586,2.75930754910952,"Bothrops_jararaca"
"19",-2.68971959277259,0.960550835924141,1.65369801648409,2.56998874835824,-4.7542098170938,-4.58340504989551,0.960550835924141,-3.22540728793073,4.46338499456766,3.68401748051022,0.960550835924141,"Bothrops_jararacussu"
"20",-2.55814196633041,0.203975456042072,-0.306850167723918,1.23734722284178,-5.05309868995895,-0.565711801640207,0.494285650900123,-3.52429616079587,2.45471308450416,4.09751286124985,3.52026451091138,"Bothrops_moojeni"
"21",-3.26225961068863,2.73108836374284,-0.482056786416379,2.02638036078182,-1.14703309000963,-5.15594506781154,0.939328894514782,-3.79794730584677,3.14798216767462,3.45813709597846,1.54232497808043,"Bothrops_neuwiedi"
"22",-0.742841355947116,1.88423978262143,0.723495712846311,-1.84145364461523,-0.742841355947116,-5.28016731064581,1.4727323600573,-3.92216954868104,1.83484702729185,3.51040448886084,3.10375384415857,"Cerrophidion_godmani"
"23",-3.2336621390682,-0.239500059520196,0.356061627398289,3.1787684092886,-3.69155585841584,-2.83806602778072,1.75010869823868,-3.76934983422634,2.13611016848874,3.27569808904201,3.07538692655496,"Crotalus_adamanteus"
"24",-1.46017021053221,-0.663727001811403,-5.66760137385754,-0.369284007309508,3.0616640632895,-3.35385566765512,-1.06951683796269,-1.99585790569034,6.15270651664782,2.77398199083772,2.59166043404377,"Crotalus_durissus"
"25",-2.92452390354566,2.73487738888369,-0.0472623510226216,-1.33883321466654,1.03399592295234,-1.92100188726444,0.308379801706312,-3.4602115987038,3.333161609695,-1.99059517906363,4.27201341102936,"Crotalus_horridus"
"26",2.87787886619179,2.93153157968411,-7.21862770481836,1.21174561008115,-5.07568676581423,-1.56084311215863,1.67127793945959,-3.54688423665116,2.82948232532994,2.20807904962884,3.67204644906695,"Crotalus_simus"
"27",-3.53195156316414,2.74893293447504,-0.984719120187044,2.5770236578653,0.440316069249277,-4.11606395256938,-0.330792652780381,-4.06763925832228,2.64699580535625,2.41182434413902,2.20607373593833,"Crotalus_scutulatus"
"28",-3.70239932690151,1.18757064291832,1.18757064291832,1.18757064291832,2.27935696651603,-5.59608478402443,0.473804175155638,-4.23808702205965,2.09977138954095,2.43154878185795,2.68937789116005,"Gloydius_intermedius"
"29",0.907847061965853,4.73103885368738,-6.89631048244774,2.19570135027249,-0.766129371605818,-4.58256477624532,1.7461762523703,-3.22456701428054,1.98540594143613,2.21279578363179,1.69060640121549,"Lachesis_muta"
"30",-1.17541212413455,-0.378968915413746,-5.38284328745989,1.47097705963562,-2.81088387625754,-3.06909758125746,1.54422110085008,-1.71109981929269,1.58202087656353,3.45726498909268,6.47382157767395,"Ovophis_okinavensis"
"31",-2.0006719319471,1.46613593147725,-5.7780915841261,-0.479774217578061,0.618838071090049,-3.89435738907002,0.436516514296094,-2.53635962710524,5.47476697542532,3.22152775653443,3.47146950100337,"Protobothrops_elegans"
"32",-2.76103063811683,-1.96458742939603,0.392588003941685,0.392588003941685,-0.0606608986678827,-4.65471609523975,0.557069642607308,-3.29671833327497,3.6230273610508,4.06277717847245,3.70966320468153,"Protobothrops_mucrosquamatus"
"33",-3.23698406795158,-2.44054085923077,1.23029843992232,2.6126931470687,-0.159635124590108,-5.13066952507449,2.08626938156295,-3.77267176310971,3.35116376698713,3.17609738107435,2.28397922334122,"Protobothrops_flavoviridis"
"34",-0.613408921871045,-1.70004501949244,1.47054051624798,-0.0977755965369509,1.47054051624798,-5.46249980779051,0.856628428665238,-4.10450204582573,2.90726573099476,2.0759946100639,3.19726158929681,"Sistrurus_catenatus"
"35",4.35711689518906,-1.62821468169233,-0.134833690451138,-0.134833690451138,-4.48914811473434,3.86669757216522,-2.03400451784361,4.25059623735445,-0.0962433619132783,-1.92080759198772,-2.03632505563517,"Bungarus_flaviceps"
"36",4.31670512006669,-2.18857773039303,-0.209731025378898,1.48194498529217,-1.46249399387427,2.50779791967786,-2.15564117443421,3.00341412478032,-0.656606410613985,-2.48117064068843,-2.15564117443421,"Bungarus_multicinctus"
"37",5.25673075376336,-1.51039104466843,1.83200287469101,-1.21594805016653,1.13885569413107,-4.20051971051215,-1.91618088081971,-0.624732898130289,0.0215802751106224,-1.80298395496382,3.02158694156485,"Drysdalia_coronoides"
"38",5.73700964105816,-1.06302261986632,-6.06689699191247,1.54038622971564,-3.92395605290834,2.61302303198049,-1.46881245601761,2.86725717036473,0.468948699912725,0.76719634148216,-1.47113299380917,"Micrurus_altirostris"
"39",2.93914883780836,3.31393464751645,-7.39602833106869,1.83063547815754,0.532843918613946,-1.96859203312527,-0.245825435384162,3.55765740146878,-0.860182639243502,0.670465296489993,-2.37405714123343,"Micrurus_corallinus"
"40",3.57266368785578,-1.97914038936756,-6.9830147614137,0.123013922807679,0.817411885269277,1.11473483475774,0.219574884513657,4.52097980869694,-0.447169069588509,1.4281959597791,-2.3872507633104,"Micrurus_fulvius"
"41",4.00134445766894,-1.81606427706212,-1.63374272026817,-0.940595539708222,0.144030506985148,1.76048599207789,-0.521337109467722,2.63828301919139,-1.02989519247405,-0.0932976793210178,-2.50921145762207,"Micrurus_lemniscatus"
"42",6.22531647170315,-0.230278625145264,-5.2341529971914,0.0641643693566314,-3.09121205818728,-2.92040729098898,-0.636068461296547,5.68220643164467,1.30169269463379,-0.522871535440655,-0.638388999088108,"Micrurus_spixii"
"43",4.6579336539959,1.54167554291642,-6.77031415093365,-0.519212590867666,2.62392497437405,0.627255718978079,-2.1722296150388,3.82650086438305,-0.234468459108463,-1.40651578586857,-2.17455015283036,"Micrurus_surinamensis"
"44",5.45200645014708,-1.43161624346936,0.533068821231534,0.378918141404275,-1.41284132782378,-1.41284132782378,-1.41284132782378,1.07206532196422,0.100355076309685,-0.0265469667038891,-1.83972661741221,"Naja_atra"
"45",5.48956031173742,-1.25070756364969,-6.25458193569583,0.389693883913219,-0.121131739852772,-1.21974402852088,-0.526596847960936,3.69291085721517,0.28126375612936,1.17815124427749,-1.65881793759253,"Naja_kaouthia"
"46",3.19872204151359,-2.99754601173395,1.60084495148056,-2.70310301723205,-0.785621625494187,-0.562478074179978,1.17798810066053,0.823816286939913,-1.4655746919549,2.63210505811918,-0.91915301811871,"Ophiophagus_hannah"
"47",2.49703660980827,-2.42394329691417,1.48010788430591,-2.12950030241227,-0.660998862010587,0.726401082417054,-2.82973313306545,3.06576020897568,-0.891971977135118,-2.71653620720956,3.88337799324025,"Pseudonaja_textilis"
"48",-3.38943419198277,0.47100460347045,-7.59686535530811,1.90298500673237,1.1641517840304,2.08033219542344,1.61032856617771,-3.92512188714091,1.61032856617771,3.50645070121458,2.56584001120514,"Bitis_gabonica"
"49",-3.14280916396975,-2.34636595524895,0.636831549179753,2.84525368410027,-0.567486023293022,-1.6678239379286,0.126522854864405,-3.67849685912789,2.0955427650352,4.1455020014874,1.5533290849012,"Echis_carinatus"
"50",-2.96384537139317,-2.16740216267237,1.84892367767816,2.51318359603624,-0.320314337501577,-4.85753082851608,1.55173594757645,-3.49953306655131,1.84892367767816,4.38494929163267,1.66090957603281,"Echis_coloratus"
"51",-3.01576927756017,-2.21932606883937,-1.11648168007111,2.49352581736092,1.07999439423615,-1.54752362996893,0.268970575735857,-3.55145697271831,2.24988488977183,4.39606419575733,0.962117756295802,"Echis_ocellatus"
"52",-2.18836302859591,-1.39191981987511,-6.39579419192125,4.1044478190889,0.384650929159561,-4.08204848571883,1.89633581793145,-2.72405072375405,3.95025549081616,4.83795876583841,1.60852742703069,"Echis_pyramidum"
